"taxon","dlc_id","hybrid","sex","name","current_resident","stud_book","dob","birth_month","estimated_dob","birth_type","birth_institution","litter_size","expected_gestation","estimated_concep","concep_month","dam_id","dam_name","dam_taxon","dam_dob","dam_age_at_concep_y","sire_id","sire_name","sire_taxon","sire_dob","sire_age_at_concep_y","dod","age_at_death_y","age_of_living_y","age_last_verified_y","age_max_live_or_dead_y","n_known_offspring","dob_estimated","weight_g","weight_date","month_of_weight","age_at_wt_d","age_at_wt_wk","age_at_wt_mo","age_at_wt_mo_no_dec","age_at_wt_y","change_since_prev_wt_g","days_since_prev_wt","avg_daily_wt_change_g","days_before_death","r_min_dam_age_at_concep_y","age_category","preg_status","expected_gestation_d","concep_date_if_preg","infant_dob_if_preg","days_before_inf_birth_if_preg","pct_preg_remain_if_preg","infant_lit_sz_if_preg","weight_g_last","age_at_wt_mo_last"
"EMON","5721","N","F","EVITA","N","60",1981-10-01,10,"M","WB","Comoros /",NA,127,1981-05-27,5,"WILD",NA,NA,NA,NA,"WILD",NA,NA,NA,NA,1996-08-22,14.9,NA,NA,14.9,5,"M",1275.5,1983-07-27,7,664,94.86,21.83,21,1.82,0,42,0,4775,1.76,"young_adult","NP",NA,NA,NA,NA,NA,NA,1700,146.53
"EMON","5722","N","M","Sancho","N","64",1982-10-01,10,"D","WB","Comoros /",NA,127,1982-05-27,5,"5717","ESPERANZA","EMON",1977-10-01,4.65,"5716","PABLO","EMON",1977-10-01,4.65,2012-12-14,30.22,NA,NA,30.22,9,"D",1520,1984-08-10,8,679,97,22.32,22,1.86,86,46,1.87,10353,1.76,"young_adult","NP",NA,NA,NA,NA,NA,NA,1460,362.2
"EMON","5724","N","F","ELENA","N","66",1982-10-01,10,"D","WB","Comoros /",NA,127,1982-05-27,5,"5715","ISABELLA","EMON",1978-10-01,3.65,"5714","FERDINAND","EMON",1978-10-01,3.65,1995-02-22,12.4,NA,NA,12.4,9,"D",1066,1984-08-10,8,679,97,22.32,22,1.86,-232,46,-5.04,3848,1.76,"young_adult","NP",NA,NA,NA,NA,NA,NA,1170,146.3
"VRUB","5768","N","M","CASTOR","N","91",1983-04-16,4,NA,"CB","Duke Lemur Center",2,103,1983-01-03,1,"544","PERSEPHONE","VRUB",1968-04-28,14.69,"3530","TELLUS","VRUB",1975-05-17,7.64,2004-08-07,21.33,NA,NA,21.33,8,NA,2310,1983-08-23,8,129,18.43,4.24,4,0.35,NA,NA,NA,7655,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3180,227.47
"VRUB","5769","N","M","POLLUX","N","92",1983-04-16,4,NA,"CB","Duke Lemur Center",2,103,1983-01-03,1,"544","PERSEPHONE","VRUB",1968-04-28,14.69,"3530","TELLUS","VRUB",1975-05-17,7.64,1999-05-25,16.12,NA,NA,16.12,3,NA,2383,1983-08-23,8,129,18.43,4.24,4,0.35,NA,NA,NA,5754,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3781,39.09
"VRUB","5784","N","M","ARCTURUS","N","98",1983-04-26,4,NA,"CB","Duke Lemur Center",1,103,1983-01-13,1,"5630","HIMALIA","VRUB",1981-05-19,1.65,"3530","TELLUS","VRUB",1975-05-17,7.67,2005-08-12,22.31,NA,NA,22.31,NA,NA,277,1983-05-10,5,14,2,0.46,0,0.04,NA,NA,NA,8130,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2524,13.22
"VRUB","5790","N","M","JOVE","N","99",1983-04-27,4,NA,"CB","Duke Lemur Center",1,103,1983-01-14,1,"5587","CYNTHIA","VRUB",1981-03-30,1.79,"3569","JUPITER","VRUB",1978-04-21,4.74,2009-01-30,25.78,NA,NA,25.78,10,NA,282,1983-05-10,5,13,1.86,0.43,0,0.04,NA,NA,NA,9397,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3260,119.87
"VRUB","5791","N","M","GEOS","N","100",1983-04-27,4,NA,"CB","Duke Lemur Center",2,103,1983-01-14,1,"5539","DIANA","VRUB",1980-05-04,2.7,"5560","PLUTO III","VRUB",1977-05-28,5.64,1989-07-09,6.21,NA,NA,6.21,NA,NA,235,1983-05-10,5,13,1.86,0.43,0,0.04,NA,NA,NA,2252,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3936,23.64
"VRUB","5792","N","F","GE","N","101",1983-04-27,4,NA,"CB","Duke Lemur Center",2,103,1983-01-14,1,"5539","DIANA","VRUB",1980-05-04,2.7,"5560","PLUTO III","VRUB",1977-05-28,5.64,2013-04-04,29.96,NA,NA,29.96,NA,NA,236,1983-05-10,5,13,1.86,0.43,0,0.04,NA,NA,NA,10922,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2887,23.64
"EMON","5826","N","M","LUZ","N","67",1983-11-17,11,NA,"CB","Duke Lemur Center",1,127,1983-07-13,7,"5715","ISABELLA","EMON",1978-10-01,4.78,"5714","FERDINAND","EMON",1978-10-01,4.78,2017-07-14,33.68,NA,NA,33.68,NA,NA,258,1984-01-10,1,54,7.71,1.78,1,0.15,NA,NA,NA,12239,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1420,272.22
"VRUB","5874","N","F","SATURNILLA","N","118",1984-04-06,4,NA,"CB","Duke Lemur Center",1,103,1983-12-25,12,"524","SATURNA","VRUB",1959-10-01,24.25,"3569","JUPITER","VRUB",1978-04-21,5.68,1989-07-26,5.31,NA,NA,5.31,3,NA,1807,1985-02-20,2,320,45.71,10.52,10,0.88,NA,NA,NA,1617,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2442,63.52
"EMON","5879","N","F","CHIQUITA","N","69",1984-04-12,4,NA,"CB","Duke Lemur Center",1,127,1983-12-07,12,"5721","EVITA","EMON",1981-10-01,2.18,"5720","JUAN","EMON",1978-10-01,5.19,1995-12-24,11.71,NA,NA,11.71,6,NA,171.5,1984-05-18,5,36,5.14,1.18,1,0.1,NA,NA,NA,4237,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1580,115.46
"VRUB","5888","N","F","NERIED","N","124",1984-04-22,4,NA,"CB","Duke Lemur Center",3,103,1984-01-10,1,"5630","HIMALIA","VRUB",1981-05-19,2.65,"3530","TELLUS","VRUB",1975-05-17,8.66,1994-10-26,10.52,NA,NA,10.52,NA,NA,406,1984-06-06,6,45,6.43,1.48,1,0.12,NA,NA,NA,3794,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,1153,3.02
"VRUB","5889","N","F","NEPTUNIA","N","125",1984-04-22,4,NA,"CB","Duke Lemur Center",3,103,1984-01-10,1,"5630","HIMALIA","VRUB",1981-05-19,2.65,"3530","TELLUS","VRUB",1975-05-17,8.66,1994-06-01,10.12,NA,NA,10.12,NA,NA,409,1984-06-06,6,45,6.43,1.48,1,0.12,NA,NA,NA,3647,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3087,13.25
"VRUB","5899","N","M","CETUS","N","141",1984-04-29,4,NA,"CB","Duke Lemur Center",2,103,1984-01-17,1,"5587","CYNTHIA","VRUB",1981-03-30,2.8,"3569","JUPITER","VRUB",1978-04-21,5.75,2010-04-19,25.99,NA,NA,25.99,NA,NA,2219,1985-04-19,4,355,50.71,11.67,11,0.97,NA,NA,NA,9131,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2792,30.77
"VRUB","5900","N","F","CARME","N","142",1984-04-29,4,NA,"CB","Duke Lemur Center",2,103,1984-01-17,1,"5587","CYNTHIA","VRUB",1981-03-30,2.8,"3569","JUPITER","VRUB",1978-04-21,5.75,2014-06-01,30.11,NA,NA,30.11,8,NA,2679,1985-04-19,4,355,50.71,11.67,11,0.97,NA,NA,NA,10635,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3596,79
"VRUB","5930","N","M","ALPHA CENTAURI","N","145",1984-05-14,5,NA,"CB","Duke Lemur Center",3,103,1984-02-01,2,"5539","DIANA","VRUB",1980-05-04,3.75,"5827","NOVA","VRUB",1980-05-11,3.73,1990-08-22,6.28,NA,NA,6.28,NA,NA,2684,1985-04-15,4,336,48,11.05,11,0.92,NA,NA,NA,1955,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3619,65.16
"VRUB","5931","N","F","OMEGA","N","146",1984-05-14,5,NA,"CB","Duke Lemur Center",3,103,1984-02-01,2,"5539","DIANA","VRUB",1980-05-04,3.75,"5827","NOVA","VRUB",1980-05-11,3.73,2004-10-17,20.44,NA,NA,20.44,NA,NA,2447,1985-04-15,4,336,48,11.05,11,0.92,NA,NA,NA,7125,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2447,11.05
"VRUB","5932","N","F","ALPHECCA","N","147",1984-05-14,5,NA,"CB","Duke Lemur Center",3,103,1984-02-01,2,"5539","DIANA","VRUB",1980-05-04,3.75,"5827","NOVA","VRUB",1980-05-11,3.73,2002-01-08,17.67,NA,NA,17.67,NA,NA,2684,1985-04-15,4,336,48,11.05,11,0.92,NA,NA,NA,6112,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3009.5,33.6
"EMON","5952","N","F","CONCEPCION","N","70",1984-10-15,10,NA,"CB","Duke Lemur Center",1,127,1984-06-10,6,"5715","ISABELLA","EMON",1978-10-01,5.7,"5714","FERDINAND","EMON",1978-10-01,5.7,2011-06-18,26.69,NA,NA,26.69,10,NA,871,1985-02-18,2,126,18,4.14,4,0.35,NA,NA,NA,9616,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1520,319.17
"EMON","5955","N","M","FIDEL","N","71",1985-01-13,1,NA,"CB","Duke Lemur Center",1,127,1984-09-08,9,"5717","ESPERANZA","EMON",1977-10-01,6.94,"5716","PABLO","EMON",1977-10-01,6.94,2006-06-21,21.45,NA,NA,21.45,7,NA,200,1985-02-06,2,24,3.43,0.79,0,0.07,NA,NA,NA,7805,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1540,190.16
"VRUB","6001","N","M","CHARON","N","167",1985-04-27,4,NA,"CB","Duke Lemur Center",2,103,1985-01-14,1,"5699","PLUTONIA","VRUB",1982-05-08,2.69,"3569","JUPITER","VRUB",1978-04-21,6.74,2012-07-31,27.28,NA,NA,27.28,NA,NA,2466,1986-04-03,4,341,48.71,11.21,11,0.93,NA,NA,NA,9616,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3804,38.14
"VRUB","6002","N","M","JANUS","N","168",1985-04-27,4,NA,"CB","Duke Lemur Center",2,103,1985-01-14,1,"5699","PLUTONIA","VRUB",1982-05-08,2.69,"3569","JUPITER","VRUB",1978-04-21,6.74,2000-06-16,15.15,NA,NA,15.15,NA,NA,2288,1986-04-03,4,341,48.71,11.21,11,0.93,NA,NA,NA,5188,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3628,38.14
"VRUB","6008","N","F","IZAR","N","169",1985-05-03,5,NA,"CB","Duke Lemur Center",3,103,1985-01-20,1,"4575","VENUS II","VRUB",1979-05-01,5.73,"5560","PLUTO III","VRUB",1977-05-28,7.65,2018-06-14,33.14,NA,NA,33.14,NA,NA,2711,1985-11-08,11,189,27,6.21,6,0.52,NA,NA,NA,11906,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3840,84.16
"VRUB","6009","N","F","ARA","N","170",1985-05-03,5,NA,"CB","Duke Lemur Center",3,103,1985-01-20,1,"4575","VENUS II","VRUB",1979-05-01,5.73,"5560","PLUTO III","VRUB",1977-05-28,7.65,2010-11-21,25.57,NA,NA,25.57,NA,NA,2515,1985-11-08,11,189,27,6.21,6,0.52,NA,NA,NA,9144,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3760,84.16
"VRUB","6010","N","F","ANCHA","N","171",1985-05-03,5,NA,"CB","Duke Lemur Center",3,103,1985-01-20,1,"4575","VENUS II","VRUB",1979-05-01,5.73,"5560","PLUTO III","VRUB",1977-05-28,7.65,2013-03-06,27.86,NA,NA,27.86,NA,NA,2833,1985-11-08,11,189,27,6.21,6,0.52,NA,NA,NA,9980,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,5080,202.88
"VRUB","6014","N","M","ALGOL","N","173",1985-05-05,5,NA,"CB","Duke Lemur Center",3,103,1985-01-22,1,"5630","HIMALIA","VRUB",1981-05-19,3.68,"5769","POLLUX","VRUB",1983-04-16,1.77,2003-10-26,18.49,NA,NA,18.49,NA,NA,516,1985-07-02,7,58,8.29,1.91,1,0.16,NA,NA,NA,6690,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3536.5,18.67
"VRUB","6015","N","M","MENKIB","N","174",1985-05-05,5,NA,"CB","Duke Lemur Center",3,103,1985-01-22,1,"5630","HIMALIA","VRUB",1981-05-19,3.68,"5769","POLLUX","VRUB",1983-04-16,1.77,1995-06-22,10.14,NA,NA,10.14,NA,NA,1040,1985-08-05,8,92,13.14,3.02,3,0.25,NA,NA,NA,3608,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3759,32.48
"VRUB","6016","N","F","COLUMBA","N","175",1985-05-05,5,NA,"CB","Duke Lemur Center",3,103,1985-01-22,1,"5630","HIMALIA","VRUB",1981-05-19,3.68,"5769","POLLUX","VRUB",1983-04-16,1.77,2003-07-11,18.19,NA,NA,18.19,3,NA,2556,1985-11-26,11,205,29.29,6.74,6,0.56,NA,NA,NA,6436,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3559,74.66
"EMON","6030","N","M","GUSTAVO","N","72",1985-06-21,6,NA,"CB","Duke Lemur Center",1,127,1985-02-14,2,"5724","ELENA","EMON",1982-10-01,2.38,"5722","Sancho","EMON",1982-10-01,2.38,2003-11-22,18.43,NA,NA,18.43,2,NA,559,1985-09-27,9,98,14,3.22,3,0.27,NA,NA,NA,6630,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1400,184.08
"EMON","6033","N","M","SIXTO","N","73",1985-11-05,11,NA,"CB","Duke Lemur Center",1,127,1985-07-01,7,"5719","CARMEN","EMON",1978-10-01,6.75,"5718","MANUEL","EMON",1977-10-01,7.75,2012-06-29,26.67,NA,NA,26.67,1,NA,77.5,1985-11-06,11,1,0.14,0.03,0,0,NA,NA,NA,9732,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1493,47.64
"VRUB","6066","N","M","CEPHEUS","N","183",1986-03-30,3,NA,"CB","Duke Lemur Center",4,103,1985-12-17,12,"4575","VENUS II","VRUB",1979-05-01,6.64,"5560","PLUTO III","VRUB",1977-05-28,8.56,1998-11-14,12.64,NA,NA,12.64,NA,NA,2633,1986-10-11,10,195,27.86,6.41,6,0.53,NA,NA,NA,4417,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2633,6.41
"VRUB","6067","N","M","KOCHAB","N","184",1986-03-30,3,NA,"CB","Duke Lemur Center",4,103,1985-12-17,12,"4575","VENUS II","VRUB",1979-05-01,6.64,"5560","PLUTO III","VRUB",1977-05-28,8.56,2002-10-30,16.6,NA,NA,16.6,NA,NA,2965,1986-10-11,10,195,27.86,6.41,6,0.53,NA,NA,NA,5863,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2965,6.41
"VRUB","6068","N","F","LACERTA","N","185",1986-03-30,3,NA,"CB","Duke Lemur Center",4,103,1985-12-17,12,"4575","VENUS II","VRUB",1979-05-01,6.64,"5560","PLUTO III","VRUB",1977-05-28,8.56,2008-02-21,21.91,NA,NA,21.91,NA,NA,2729,1986-10-11,10,195,27.86,6.41,6,0.53,NA,NA,NA,7803,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3532,20.22
"VRUB","6069","N","F","COMA","N","186",1986-03-30,3,NA,"CB","Duke Lemur Center",4,103,1985-12-17,12,"4575","VENUS II","VRUB",1979-05-01,6.64,"5560","PLUTO III","VRUB",1977-05-28,8.56,2005-01-25,18.84,NA,NA,18.84,1,NA,2565,1986-10-11,10,195,27.86,6.41,6,0.53,NA,NA,NA,6681,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3069,20.22
"EMON","6076","N","M","RAFAEL","N","74",1986-04-04,4,NA,"CB","Duke Lemur Center",1,127,1985-11-28,11,"5721","EVITA","EMON",1981-10-01,4.16,"5720","JUAN","EMON",1978-10-01,7.16,NA,NA,NA,25.42,25.42,1,NA,1376,1987-05-07,5,398,56.86,13.08,13,1.09,NA,NA,NA,NA,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1450,144.43
"EMON","6077","N","F","PIEDAD","N","75",1986-04-04,4,NA,"CB","Duke Lemur Center",1,127,1985-11-28,11,"5724","ELENA","EMON",1982-10-01,3.16,"5722","Sancho","EMON",1982-10-01,3.16,2018-05-21,32.15,NA,NA,32.15,5,NA,1584,1987-11-17,11,592,84.57,19.46,19,1.62,NA,NA,NA,11143,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1560,282.81
"EMON","6102","N","F","Flor","N","77",1986-05-20,5,NA,"CB","Duke Lemur Center",1,127,1986-01-13,1,"5717","ESPERANZA","EMON",1977-10-01,8.29,"5716","PABLO","EMON",1977-10-01,8.29,2015-12-14,29.59,NA,NA,29.59,2,NA,1443,1988-03-24,3,674,96.29,22.16,22,1.85,NA,NA,NA,10126,1.76,"young_adult","NP",NA,NA,NA,NA,NA,NA,1840,355
"EFLA","6116","N","F","GRABLE","N","13",1986-07-07,7,NA,"CB","Duke Lemur Center",1,124,1986-03-05,3,"6041","HEPBURN","EFLA",1983-10-01,2.43,"6040","TRACY","EFLA",1983-10-01,2.43,1986-07-16,0.02,NA,NA,0.02,NA,NA,64,1986-07-09,7,2,0.29,0.07,0,0.01,NA,NA,NA,7,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,64,0.07
"EMON","6131","N","M","JAVIER","N","78",1986-11-06,11,NA,"CB","Duke Lemur Center",1,127,1986-07-02,7,"5719","CARMEN","EMON",1978-10-01,7.76,"5718","MANUEL","EMON",1977-10-01,8.76,1991-11-21,5.04,NA,NA,5.04,2,NA,649.5,1987-05-11,5,186,26.57,6.12,6,0.51,NA,NA,NA,1655,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1353,59.05
"EFLA","6146","N","F","TURNER","N","15",1987-03-30,3,NA,"CB","Duke Lemur Center",1,124,1986-11-26,11,"6041","HEPBURN","EFLA",1983-10-01,3.16,"6040","TRACY","EFLA",1983-10-01,3.16,1987-06-24,0.24,NA,NA,0.24,NA,NA,87,1987-03-30,3,0,0,0,0,0,NA,NA,NA,86,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,493,2.01
"EMON","6156","N","M","CESAR","N","81",1987-04-10,4,NA,"CB","Duke Lemur Center",1,127,1986-12-04,12,"5724","ELENA","EMON",1982-10-01,4.18,"5722","Sancho","EMON",1982-10-01,4.18,2018-04-24,31.06,NA,NA,31.06,NA,NA,1476,1988-07-28,7,475,67.86,15.62,15,1.3,NA,NA,NA,10862,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1439,47.05
"VRUB","6160","N","M","LYNX","N","228",1987-04-15,4,NA,"CB","Duke Lemur Center",3,103,1987-01-02,1,"6016","COLUMBA","VRUB",1985-05-05,1.66,"5790","JOVE","VRUB",1983-04-27,3.69,NA,NA,NA,31.72,31.72,NA,NA,1802,1987-08-13,8,120,17.14,3.95,3,0.33,NA,NA,NA,NA,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3105,33.83
"VRUB","6161","N","F","PASIPHAE","N","229",1987-04-15,4,NA,"CB","Duke Lemur Center",3,103,1987-01-02,1,"6016","COLUMBA","VRUB",1985-05-05,1.66,"5790","JOVE","VRUB",1983-04-27,3.69,1999-01-12,11.75,NA,NA,11.75,NA,NA,1716,1987-08-13,8,120,17.14,3.95,3,0.33,NA,NA,NA,4170,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3283,51.32
"VRUB","6162","N","F","MIAPLACIDUS","N","230",1987-04-15,4,NA,"CB","Duke Lemur Center",3,103,1987-01-02,1,"6016","COLUMBA","VRUB",1985-05-05,1.66,"5790","JOVE","VRUB",1983-04-27,3.69,1997-11-05,10.57,NA,NA,10.57,NA,NA,1462,1987-08-13,8,120,17.14,3.95,3,0.33,NA,NA,NA,3737,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,4013,51.32
"EMON","6166","N","F","JACINTA","N","82",1987-04-19,4,NA,"CB","Duke Lemur Center",1,127,1986-12-13,12,"5717","ESPERANZA","EMON",1977-10-01,9.21,"5716","PABLO","EMON",1977-10-01,9.21,NA,NA,NA,27.77,27.77,1,NA,1420,1988-06-29,6,437,62.43,14.37,14,1.2,NA,NA,NA,NA,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1557,30.21
