# Title: August 2025 Contiguous U.S. County Precipitation
# Units: Inches
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
ME-013,Knox County,Maine,1.66,22,-1.33,2.99
ME-015,Lincoln County,Maine,1.26,11,-1.77,3.03
ME-017,Oxford County,Maine,1.28,3,-2.48,3.76
ME-019,Penobscot County,Maine,2.25,26,-1.2,3.45
ME-021,Piscataquis County,Maine,2.37,21,-1.37,3.74
ME-023,Sagadahoc County,Maine,0.98,5,-2.16,3.14
ME-025,Somerset County,Maine,1.86,7,-1.81,3.67
ME-027,Waldo County,Maine,1.79,21,-1.32,3.11
ME-029,Washington County,Maine,1.74,21,-1.4,3.14
ME-031,York County,Maine,1.83,16,-1.4,3.23
MD-001,Allegany County,Maryland,2,18,-1.64,3.64
MD-003,Anne Arundel County,Maryland,1.5,5,-2.96,4.46
MD-005,Baltimore County,Maryland,2.03,15,-2.29,4.32
MD-009,Calvert County,Maryland,1,4,-3.45,4.45
MD-011,Caroline County,Maryland,1.94,14,-2.74,4.68
MD-013,Carroll County,Maryland,1.06,1,-3.13,4.19
MD-015,Cecil County,Maryland,3.07,43,-1.38,4.45
MD-017,Charles County,Maryland,0.89,2,-3.54,4.43
MD-019,Dorchester County,Maryland,1.52,7,-3.37,4.89
MD-021,Frederick County,Maryland,1.03,1,-2.99,4.02
MD-023,Garrett County,Maryland,1.95,5,-2.22,4.17
MD-025,Harford County,Maryland,3.02,40,-1.44,4.46
MD-027,Howard County,Maryland,1.51,7,-2.82,4.33
MD-029,Kent County,Maryland,2.35,27,-2.2,4.55
MD-031,Montgomery County,Maryland,1.11,5,-3.21,4.32
MD-033,Prince George&#039;s County,Maryland,1.05,5,-3.42,4.47
MD-035,Queen Anne&#039;s County,Maryland,1.9,17,-2.71,4.61
MD-037,St. Mary&#039;s County,Maryland,1.07,3,-3.23,4.3
MD-039,Somerset County,Maryland,2.13,13,-2.49,4.62
MD-041,Talbot County,Maryland,1.39,6,-3.34,4.73
MD-043,Washington County,Maryland,1.46,7,-2.24,3.7
MD-045,Wicomico County,Maryland,1.87,11,-3,4.87
MD-047,Worcester County,Maryland,2.09,14,-2.51,4.6
MD-510,Baltimore City,Maryland,2.27,26,-2.06,4.33
MD-511,Washington,District of Columbia,0.93,5,-3.46,4.39
MA-001,Barnstable County,Massachusetts,2.07,29,-1.78,3.85
MA-003,Berkshire County,Massachusetts,2.18,11,-2.14,4.32
MA-005,Bristol County,Massachusetts,2.64,37,-1.46,4.1
MA-007,Dukes County,Massachusetts,2.99,54,-0.91,3.9
MA-009,Essex County,Massachusetts,2.65,57,-0.54,3.19
MA-011,Franklin County,Massachusetts,1.74,8,-2.27,4.01
MA-013,Hampden County,Massachusetts,2.73,33,-1.46,4.19
MA-015,Hampshire County,Massachusetts,2.24,18,-1.9,4.14
MA-017,Middlesex County,Massachusetts,2.01,25,-1.5,3.51
MA-019,Nantucket County,Massachusetts,1.55,20,-2.17,3.72
MA-021,Norfolk County,Massachusetts,2.28,36,-1.53,3.81
MA-023,Plymouth County,Massachusetts,2.29,32,-1.63,3.92
MA-025,Suffolk County,Massachusetts,1.89,25,-1.73,3.62
MA-027,Worcester County,Massachusetts,2.31,26,-1.54,3.85
MI-001,Alcona County,Michigan,1.95,23,-1.17,3.12
MI-003,Alger County,Michigan,3.06,64,-0.02,3.08
MI-005,Allegan County,Michigan,2.59,49,-0.56,3.15
MI-007,Alpena County,Michigan,3.31,80,0.17,3.14
MI-009,Antrim County,Michigan,3.24,73,0.17,3.07
MI-011,Arenac County,Michigan,1.07,9,-1.92,2.99
MI-013,Baraga County,Michigan,3.23,69,-0.14,3.37
MI-015,Barry County,Michigan,3.7,91,0.53,3.17
MI-017,Bay County,Michigan,2,31,-1.04,3.04
MI-019,Benzie County,Michigan,3.59,91,0.64,2.95
MI-021,Berrien County,Michigan,2.68,48,-0.71,3.39
MI-023,Branch County,Michigan,1.59,16,-1.55,3.14
MI-025,Calhoun County,Michigan,2.81,58,-0.34,3.15
MI-027,Cass County,Michigan,2.29,34,-1.06,3.35
MI-029,Charlevoix County,Michigan,3.9,98,0.89,3.01
MI-031,Cheboygan County,Michigan,3.57,88,0.66,2.91
MI-033,Chippewa County,Michigan,4.48,118,1.52,2.96
MI-035,Clare County,Michigan,1.17,8,-1.96,3.13
MI-037,Clinton County,Michigan,1.64,19,-1.48,3.12
MI-039,Crawford County,Michigan,1.57,11,-1.66,3.23
MI-041,Delta County,Michigan,3.25,80,0.08,3.17
MI-043,Dickinson County,Michigan,2.56,40,-0.77,3.33
MI-045,Eaton County,Michigan,2.35,35,-0.74,3.09
MI-047,Emmet County,Michigan,4.33,111,1.38,2.95
MI-049,Genesee County,Michigan,2.29,33,-0.76,3.05
MI-051,Gladwin County,Michigan,0.93,3,-2.15,3.08
MI-053,Gogebic County,Michigan,3.52,71,-0.25,3.77
MI-055,Grand Traverse County,Michigan,2.92,61,-0.05,2.97
MI-057,Gratiot County,Michigan,2.29,35,-0.85,3.14
MI-059,Hillsdale County,Michigan,1.26,7,-1.83,3.09
MI-061,Houghton County,Michigan,2.86,58,-0.35,3.21
MI-063,Huron County,Michigan,3.26,80,0.3,2.96
MI-065,Ingham County,Michigan,1.46,16,-1.63,3.09
MI-067,Ionia County,Michigan,2.24,34,-0.91,3.15
MI-069,Iosco County,Michigan,1.16,11,-1.9,3.06
MI-071,Iron County,Michigan,3.29,70,-0.23,3.52
MI-073,Isabella County,Michigan,2.05,28,-1.07,3.12
MI-075,Jackson County,Michigan,1.4,17,-1.58,2.98
MI-077,Kalamazoo County,Michigan,3.1,67,-0.08,3.18
MI-079,Kalkaska County,Michigan,2.2,33,-0.96,3.16
MI-081,Kent County,Michigan,2.31,39,-0.85,3.16
MI-083,Keweenaw County,Michigan,2.44,55,-0.4,2.84
MI-085,Lake County,Michigan,2.69,52,-0.43,3.12
MI-087,Lapeer County,Michigan,2.76,48,-0.27,3.03
MI-089,Leelanau County,Michigan,3.67,95,0.82,2.85
MI-091,Lenawee County,Michigan,1.32,12,-1.64,2.96
MI-093,Livingston County,Michigan,1.72,26,-1.32,3.04
MI-095,Luce County,Michigan,4.01,103,1.03,2.98
MI-097,Mackinac County,Michigan,4.19,110,1.24,2.95
MI-099,Macomb County,Michigan,1.7,17,-1.29,2.99
MI-101,Manistee County,Michigan,3.18,77,0.13,3.05
MI-103,Marquette County,Michigan,2.52,46,-0.68,3.2
MI-105,Mason County,Michigan,2.87,64,-0.22,3.09
MI-107,Mecosta County,Michigan,2.15,34,-0.91,3.06
MI-109,Menominee County,Michigan,2.53,37,-0.85,3.38
MI-111,Midland County,Michigan,2.05,34,-1.02,3.07
MI-113,Missaukee County,Michigan,1.53,15,-1.56,3.09
MI-115,Monroe County,Michigan,1.46,12,-1.5,2.96
MI-117,Montcalm County,Michigan,2.23,37,-0.95,3.18
MI-119,Montmorency County,Michigan,2.72,53,-0.4,3.12
MI-121,Muskegon County,Michigan,3.04,81,-0.03,3.07
MI-123,Newaygo County,Michigan,2.52,48,-0.59,3.11
MI-125,Oakland County,Michigan,1.98,31,-1.01,2.99
MI-127,Oceana County,Michigan,2.73,58,-0.39,3.12
MI-129,Ogemaw County,Michigan,0.87,4,-2.24,3.11
MI-131,Ontonagon County,Michigan,3.8,87,0.29,3.51
MI-133,Osceola County,Michigan,2.03,27,-1.09,3.12
MI-135,Oscoda County,Michigan,1.53,12,-1.66,3.19
MI-137,Otsego County,Michigan,2.68,52,-0.46,3.14
MI-139,Ottawa County,Michigan,2.5,49,-0.61,3.11
MI-141,Presque Isle County,Michigan,3.5,89,0.45,3.05
MI-143,Roscommon County,Michigan,1,5,-2.17,3.17
MI-145,Saginaw County,Michigan,2.49,41,-0.54,3.03
MI-147,St. Clair County,Michigan,2.18,27,-0.8,2.98
MI-149,St. Joseph County,Michigan,2.17,32,-0.99,3.16
MI-151,Sanilac County,Michigan,3.44,88,0.5,2.94
MI-153,Schoolcraft County,Michigan,3.55,91,0.5,3.05
MI-155,Shiawassee County,Michigan,1.91,25,-1.15,3.06
MI-157,Tuscola County,Michigan,3.3,79,0.25,3.05
MI-159,Van Buren County,Michigan,2.46,38,-0.72,3.18
MI-161,Washtenaw County,Michigan,1.44,18,-1.43,2.87
MI-163,Wayne County,Michigan,1.61,19,-1.34,2.95
MI-165,Wexford County,Michigan,2.75,57,-0.38,3.13
MN-001,Aitkin County,Minnesota,1.59,12,-2.05,3.64
MN-003,Anoka County,Minnesota,3.46,46,-0.47,3.93
MN-005,Becker County,Minnesota,2.56,54,-0.76,3.32
MN-007,Beltrami County,Minnesota,1.19,3,-2.16,3.35
MN-009,Benton County,Minnesota,2.28,30,-1.4,3.68
MN-011,Big Stone County,Minnesota,6.15,126,3.29,2.86
MN-013,Blue Earth County,Minnesota,4.99,106,1.17,3.82
MN-015,Brown County,Minnesota,4.58,100,0.93,3.65
MN-017,Carlton County,Minnesota,1.59,13,-2.02,3.61
MN-019,Carver County,Minnesota,3.67,64,-0.07,3.74
MN-021,Cass County,Minnesota,1.09,7,-2.38,3.47
MN-023,Chippewa County,Minnesota,5.7,119,2.44,3.26
MN-025,Chisago County,Minnesota,2.91,40,-1.01,3.92
MN-027,Clay County,Minnesota,3.15,82,0.26,2.89
MN-029,Clearwater County,Minnesota,1.18,6,-2.13,3.31
MN-031,Cook County,Minnesota,1.71,11,-1.61,3.32
MN-033,Cottonwood County,Minnesota,4.43,97,0.89,3.54
MN-035,Crow Wing County,Minnesota,1.71,20,-1.89,3.6
MN-037,Dakota County,Minnesota,4.36,89,0.61,3.75
MN-039,Dodge County,Minnesota,5.54,107,1.68,3.86
MN-041,Douglas County,Minnesota,4.36,96,1.12,3.25
MN-043,Faribault County,Minnesota,5.35,108,1.46,3.89
MN-045,Fillmore County,Minnesota,7.28,120,3.26,4.02
MN-047,Freeborn County,Minnesota,5.81,112,1.85,3.96
MN-049,Goodhue County,Minnesota,3.65,69,-0.05,3.7
MN-051,Grant County,Minnesota,4.81,115,1.84,2.97
MN-053,Hennepin County,Minnesota,3.85,67,0.02,3.83
MN-055,Houston County,Minnesota,3.51,67,-0.42,3.93
MN-057,Hubbard County,Minnesota,1.13,7,-2.32,3.45
MN-059,Isanti County,Minnesota,2.69,36,-1.21,3.9
MN-061,Itasca County,Minnesota,0.86,4,-2.59,3.45
MN-063,Jackson County,Minnesota,3.71,67,-0.06,3.77
MN-065,Kanabec County,Minnesota,2.19,26,-1.42,3.61
MN-067,Kandiyohi County,Minnesota,4.35,91,0.94,3.41
MN-069,Kittson County,Minnesota,1.5,29,-1.14,2.64
MN-071,Koochiching County,Minnesota,1.43,6,-2.14,3.57
MN-073,Lac qui Parle County,Minnesota,6.44,124,3.37,3.07
MN-075,Lake County,Minnesota,1.58,5,-2.04,3.62
MN-077,Lake of the Woods County,Minnesota,1.64,18,-1.51,3.15
MN-079,Le Sueur County,Minnesota,3.16,44,-0.82,3.98
MN-081,Lincoln County,Minnesota,4.84,113,1.78,3.06
MN-083,Lyon County,Minnesota,6.23,125,3.24,2.99
MN-085,McLeod County,Minnesota,3.88,74,0.21,3.68
MN-087,Mahnomen County,Minnesota,2.14,37,-1.06,3.2
MN-089,Marshall County,Minnesota,1.35,14,-1.53,2.88
MN-091,Martin County,Minnesota,4.4,91,0.54,3.86
MN-093,Meeker County,Minnesota,3.54,67,0.03,3.51
MN-095,Mille Lacs County,Minnesota,2.22,24,-1.46,3.68
MN-097,Morrison County,Minnesota,2.65,41,-0.95,3.6
MN-099,Mower County,Minnesota,7.1,122,3.13,3.97
MN-101,Murray County,Minnesota,3.92,89,0.6,3.32
MN-103,Nicollet County,Minnesota,3.67,70,-0.21,3.88
MN-105,Nobles County,Minnesota,2.69,48,-0.85,3.54
MN-107,Norman County,Minnesota,2.3,49,-0.67,2.97
MN-109,Olmsted County,Minnesota,6.24,117,2.38,3.86
MN-111,Otter Tail County,Minnesota,3.36,72,0.2,3.16
MN-113,Pennington County,Minnesota,1.3,14,-1.75,3.05
MN-115,Pine County,Minnesota,2.07,23,-1.65,3.72
MN-117,Pipestone County,Minnesota,3.09,68,-0.14,3.23
MN-119,Polk County,Minnesota,1.44,20,-1.46,2.9
MN-121,Pope County,Minnesota,4.92,107,1.73,3.19
MN-123,Ramsey County,Minnesota,4.2,84,0.53,3.67
MN-125,Red Lake County,Minnesota,1.33,17,-1.68,3.01
MN-127,Redwood County,Minnesota,5.2,113,1.93,3.27
MN-129,Renville County,Minnesota,4.18,88,0.72,3.46
MN-131,Rice County,Minnesota,3.56,60,-0.34,3.9
MN-133,Rock County,Minnesota,2.38,47,-0.93,3.31
MN-135,Roseau County,Minnesota,1.55,23,-1.36,2.91
MN-137,St. Louis County,Minnesota,1.52,7,-2.09,3.61
MN-139,Scott County,Minnesota,3.29,54,-0.5,3.79
MN-141,Sherburne County,Minnesota,2.62,33,-1.21,3.83
MN-143,Sibley County,Minnesota,3.28,55,-0.52,3.8
MN-145,Stearns County,Minnesota,3.59,73,0.16,3.43
MN-147,Steele County,Minnesota,4.93,97,1.07,3.86
MN-149,Stevens County,Minnesota,5.59,121,2.65,2.94
MN-151,Swift County,Minnesota,5.53,117,2.37,3.16
MN-153,Todd County,Minnesota,3.84,75,0.4,3.45
MN-155,Traverse County,Minnesota,5.6,125,2.9,2.7
MN-157,Wabasha County,Minnesota,4.33,87,0.59,3.74
MN-159,Wadena County,Minnesota,2.11,38,-1.29,3.4
MN-161,Waseca County,Minnesota,5.09,101,1.23,3.86
MN-163,Washington County,Minnesota,4.31,80,0.58,3.73
MN-165,Watonwan County,Minnesota,4.5,96,0.79,3.71
MN-167,Wilkin County,Minnesota,3.99,108,1.24,2.75
MN-169,Winona County,Minnesota,4.86,98,1,3.86
MN-171,Wright County,Minnesota,3.58,60,-0.16,3.74
MN-173,Yellow Medicine County,Minnesota,6.3,126,3.21,3.09
MS-001,Adams County,Mississippi,5.47,102,1.46,4.01
MS-003,Alcorn County,Mississippi,1.29,13,-2.17,3.46
MS-005,Amite County,Mississippi,5.3,70,0.01,5.29
MS-007,Attala County,Mississippi,3.7,76,0.17,3.53
MS-009,Benton County,Mississippi,1.85,21,-1.7,3.55
MS-011,Bolivar County,Mississippi,1.91,38,-1.02,2.93
MS-013,Calhoun County,Mississippi,2.71,54,-0.65,3.36
MS-015,Carroll County,Mississippi,4.34,101,1.08,3.26
MS-017,Chickasaw County,Mississippi,2.4,39,-1.04,3.44
MS-019,Choctaw County,Mississippi,3.68,72,0.15,3.53
MS-021,Claiborne County,Mississippi,5.16,102,1.4,3.76
MS-023,Clarke County,Mississippi,3.65,53,-0.53,4.18
MS-025,Clay County,Mississippi,2.35,36,-1.18,3.53
MS-027,Coahoma County,Mississippi,1.68,30,-1.38,3.06
MS-029,Copiah County,Mississippi,4.2,80,0.21,3.99
MS-031,Covington County,Mississippi,3.95,57,-0.36,4.31
MS-033,DeSoto County,Mississippi,0.99,6,-2.33,3.32
MS-035,Forrest County,Mississippi,4.44,55,-0.53,4.97
MS-037,Franklin County,Mississippi,5.35,87,0.79,4.56
MS-039,George County,Mississippi,5.55,62,-0.18,5.73
MS-041,Greene County,Mississippi,5.07,63,-0.03,5.1
MS-043,Grenada County,Mississippi,3.65,84,0.44,3.22
MS-045,Hancock County,Mississippi,5.74,61,-0.3,6.04
MS-047,Harrison County,Mississippi,5.91,64,-0.35,6.26
MS-049,Hinds County,Mississippi,3.67,72,0.11,3.56
MS-051,Holmes County,Mississippi,3.41,74,0.16,3.25
MS-053,Humphreys County,Mississippi,3.28,78,0.11,3.17
MS-055,Issaquena County,Mississippi,4.73,105,1.55,3.18
MS-057,Itawamba County,Mississippi,2.52,41,-0.93,3.45
MS-059,Jackson County,Mississippi,5.33,48,-0.97,6.3
MS-061,Jasper County,Mississippi,3.89,63,-0.33,4.22
MS-063,Jefferson County,Mississippi,5.52,106,1.6,3.92
MS-065,Jefferson Davis County,Mississippi,4.25,62,-0.17,4.42
MS-067,Jones County,Mississippi,4.02,59,-0.39,4.41
MS-069,Kemper County,Mississippi,1.8,13,-1.94,3.74
MS-071,Lafayette County,Mississippi,2.17,39,-1.2,3.37
MS-073,Lamar County,Mississippi,4.52,53,-0.44,4.96
MS-075,Lauderdale County,Mississippi,2.53,28,-1.5,4.03
MS-077,Lawrence County,Mississippi,4.28,70,-0.16,4.44
MS-079,Leake County,Mississippi,3.62,70,-0.02,3.64
MS-081,Lee County,Mississippi,2.46,46,-0.82,3.28
MS-083,Leflore County,Mississippi,3.53,85,0.48,3.05
MS-085,Lincoln County,Mississippi,4.49,70,-0.01,4.5
MS-087,Lowndes County,Mississippi,1.6,14,-1.88,3.48
MS-089,Madison County,Mississippi,2.64,45,-0.79,3.43
MS-091,Marion County,Mississippi,4.75,60,-0.14,4.89
MS-093,Marshall County,Mississippi,1.56,13,-1.93,3.49
MS-095,Monroe County,Mississippi,2.02,20,-1.51,3.53
MS-097,Montgomery County,Mississippi,4.34,98,0.97,3.37
MS-099,Neshoba County,Mississippi,3.21,56,-0.59,3.8
MS-101,Newton County,Mississippi,3.35,47,-0.76,4.11
MS-103,Noxubee County,Mississippi,1.61,15,-1.9,3.51
MS-105,Oktibbeha County,Mississippi,2.99,54,-0.44,3.43
MS-107,Panola County,Mississippi,1.69,20,-1.78,3.47
MS-109,Pearl River County,Mississippi,5.79,68,0.13,5.66
MS-111,Perry County,Mississippi,4.85,59,-0.29,5.14
MS-113,Pike County,Mississippi,4.63,60,-0.38,5.01
MS-115,Pontotoc County,Mississippi,2.65,54,-0.54,3.19
MS-117,Prentiss County,Mississippi,1.98,27,-1.41,3.39
MS-119,Quitman County,Mississippi,1.76,30,-1.39,3.15
MS-121,Rankin County,Mississippi,3.52,64,-0.18,3.7
MS-123,Scott County,Mississippi,3.79,72,-0.02,3.81
MS-125,Sharkey County,Mississippi,4.13,96,1.01,3.12
MS-127,Simpson County,Mississippi,3.91,62,-0.16,4.07
MS-129,Smith County,Mississippi,3.95,73,-0.11,4.06
MS-131,Stone County,Mississippi,6.29,81,0.47,5.82
MS-133,Sunflower County,Mississippi,2.69,63,-0.36,3.05
MS-135,Tallahatchie County,Mississippi,2.7,59,-0.36,3.06
MS-137,Tate County,Mississippi,1.26,11,-2.07,3.33
MS-139,Tippah County,Mississippi,1.75,22,-1.7,3.45
MS-141,Tishomingo County,Mississippi,2.21,29,-1.36,3.57
MS-143,Tunica County,Mississippi,1.08,12,-2.11,3.19
MS-145,Union County,Mississippi,2.44,40,-0.82,3.26
MS-147,Walthall County,Mississippi,4.86,58,-0.15,5.01
MS-149,Warren County,Mississippi,4.7,103,1.37,3.33
MS-151,Washington County,Mississippi,3.01,69,-0.22,3.23
MS-153,Wayne County,Mississippi,4.6,68,0.05,4.55
MS-155,Webster County,Mississippi,3.36,69,-0.19,3.55
MS-157,Wilkinson County,Mississippi,5.15,77,0.3,4.85
MS-159,Winston County,Mississippi,3.16,54,-0.42,3.58
MS-161,Yalobusha County,Mississippi,2.53,46,-0.83,3.36
MS-163,Yazoo County,Mississippi,2.92,61,-0.3,3.22
MO-001,Adair County,Missouri,1.49,17,-2.28,3.77
MO-003,Andrew County,Missouri,1,5,-2.93,3.93
MO-005,Atchison County,Missouri,2.78,39,-1.2,3.98
MO-007,Audrain County,Missouri,0.69,3,-3.05,3.74
MO-009,Barry County,Missouri,1.55,16,-2.16,3.71
MO-011,Barton County,Missouri,1.69,25,-2.03,3.72
MO-013,Bates County,Missouri,1.95,27,-1.91,3.86
MO-015,Benton County,Missouri,0.95,3,-2.84,3.79
MO-017,Bollinger County,Missouri,0.86,8,-2.74,3.6
MO-019,Boone County,Missouri,0.17,1,-3.49,3.66
MO-021,Buchanan County,Missouri,0.81,5,-3.06,3.87
MO-023,Butler County,Missouri,0.71,4,-3.05,3.76
MO-025,Caldwell County,Missouri,0.74,5,-3,3.74
MO-027,Callaway County,Missouri,0.3,2,-3.27,3.57
MO-029,Camden County,Missouri,0.76,2,-3,3.76
MO-031,Cape Girardeau County,Missouri,0.94,7,-2.62,3.56
MO-033,Carroll County,Missouri,0.77,4,-2.99,3.76
MO-035,Carter County,Missouri,0.49,1,-3.29,3.78
MO-037,Cass County,Missouri,1.16,11,-2.65,3.81
MO-039,Cedar County,Missouri,1.25,12,-2.65,3.9
MO-041,Chariton County,Missouri,0.92,8,-2.8,3.72
MO-043,Christian County,Missouri,1.01,7,-2.61,3.62
MO-045,Clark County,Missouri,1.12,9,-2.54,3.66
MO-047,Clay County,Missouri,0.72,5,-2.98,3.7
MO-049,Clinton County,Missouri,0.77,5,-2.95,3.72
MO-051,Cole County,Missouri,0.25,1,-3.36,3.61
MO-053,Cooper County,Missouri,0.91,5,-2.75,3.66
MO-055,Crawford County,Missouri,1.1,6,-2.5,3.6
MO-057,Dade County,Missouri,1.14,11,-2.7,3.84
MO-059,Dallas County,Missouri,1.11,10,-2.6,3.71
MO-061,Daviess County,Missouri,1.13,10,-2.74,3.87
MO-063,DeKalb County,Missouri,1.15,10,-2.64,3.79
MO-065,Dent County,Missouri,1.44,11,-2.26,3.7
MO-067,Douglas County,Missouri,1.86,27,-1.71,3.57
MO-069,Dunklin County,Missouri,0.53,2,-2.89,3.42
MO-071,Franklin County,Missouri,1.28,9,-2.21,3.49
MO-073,Gasconade County,Missouri,1.15,8,-2.33,3.48
MO-075,Gentry County,Missouri,1.35,9,-2.65,4
MO-077,Greene County,Missouri,0.72,4,-2.9,3.62
MO-079,Grundy County,Missouri,0.76,6,-3.19,3.95
MO-081,Harrison County,Missouri,1.32,6,-2.76,4.08
MO-083,Henry County,Missouri,0.9,5,-2.92,3.82
MO-085,Hickory County,Missouri,1.33,11,-2.41,3.74
MO-087,Holt County,Missouri,2.11,29,-1.84,3.95
MO-089,Howard County,Missouri,0.85,5,-2.75,3.6
MO-091,Howell County,Missouri,0.88,6,-2.77,3.65
MO-093,Iron County,Missouri,0.69,2,-3.04,3.73
MO-095,Jackson County,Missouri,0.84,9,-2.93,3.77
MO-097,Jasper County,Missouri,1.96,30,-1.74,3.7
MO-099,Jefferson County,Missouri,1.19,8,-2.34,3.53
MO-101,Johnson County,Missouri,0.94,9,-2.92,3.86
MO-103,Knox County,Missouri,1.18,10,-2.62,3.8
MO-105,Laclede County,Missouri,1.07,6,-2.69,3.76
MO-107,Lafayette County,Missouri,1.02,13,-2.68,3.7
MO-109,Lawrence County,Missouri,1.02,7,-2.76,3.78
MO-111,Lewis County,Missouri,1.06,8,-2.69,3.75
MO-113,Lincoln County,Missouri,1.09,10,-2.54,3.63
MO-115,Linn County,Missouri,0.9,6,-2.88,3.78
MO-117,Livingston County,Missouri,0.8,7,-2.99,3.79
MO-119,McDonald County,Missouri,2.56,47,-1.1,3.66
MO-121,Macon County,Missouri,0.81,6,-2.99,3.8
MO-123,Madison County,Missouri,0.81,3,-2.87,3.68
MO-125,Maries County,Missouri,1.09,4,-2.65,3.74
MO-127,Marion County,Missouri,1.02,9,-2.66,3.68
MO-129,Mercer County,Missouri,0.98,5,-3.05,4.03
MO-131,Miller County,Missouri,0.43,1,-3.28,3.71
MO-133,Mississippi County,Missouri,0.72,6,-2.47,3.19
MO-135,Moniteau County,Missouri,0.35,2,-3.33,3.68
MO-137,Monroe County,Missouri,0.71,5,-3.06,3.77
MO-139,Montgomery County,Missouri,1.09,8,-2.52,3.61
MO-141,Morgan County,Missouri,0.79,4,-3,3.79
MO-143,New Madrid County,Missouri,0.46,1,-2.86,3.32
MO-145,Newton County,Missouri,1.94,27,-1.74,3.68
MO-147,Nodaway County,Missouri,1.47,11,-2.57,4.04
MO-149,Oregon County,Missouri,1.02,4,-2.63,3.65
MO-151,Osage County,Missouri,0.76,3,-2.81,3.57
MO-153,Ozark County,Missouri,1.34,14,-2.03,3.37
MO-155,Pemiscot County,Missouri,0.18,1,-3.13,3.31
MO-157,Perry County,Missouri,0.84,5,-2.74,3.58
MO-159,Pettis County,Missouri,1.3,13,-2.44,3.74
MO-161,Phelps County,Missouri,1.77,16,-1.91,3.68
MO-163,Pike County,Missouri,0.98,7,-2.82,3.8
MO-165,Platte County,Missouri,0.91,7,-2.88,3.79
MO-167,Polk County,Missouri,0.87,7,-2.81,3.68
MO-169,Pulaski County,Missouri,1.28,9,-2.45,3.73
MO-171,Putnam County,Missouri,2.44,34,-1.48,3.92
MO-173,Ralls County,Missouri,0.93,8,-2.8,3.73
MO-175,Randolph County,Missouri,0.69,3,-3.03,3.72
MO-177,Ray County,Missouri,0.66,4,-3.03,3.69
MO-179,Reynolds County,Missouri,0.4,1,-3.41,3.81
MO-181,Ripley County,Missouri,0.83,5,-3.01,3.84
MO-183,St. Charles County,Missouri,1.27,14,-2.16,3.43
MO-185,St. Clair County,Missouri,1.3,11,-2.54,3.84
MO-186,Ste. Genevieve County,Missouri,1.03,6,-2.48,3.51
MO-187,St. Francois County,Missouri,0.96,5,-2.61,3.57
MO-189,St. Louis County,Missouri,1.28,14,-2.21,3.49
MO-195,Saline County,Missouri,1.35,11,-2.35,3.7
MO-197,Schuyler County,Missouri,1.73,19,-2.02,3.75
MO-199,Scotland County,Missouri,1.12,7,-2.57,3.69
MO-201,Scott County,Missouri,0.73,5,-2.59,3.32
MO-203,Shannon County,Missouri,0.5,1,-3.4,3.9
MO-205,Shelby County,Missouri,0.88,7,-2.95,3.83
MO-207,Stoddard County,Missouri,0.65,4,-2.77,3.42
MO-209,Stone County,Missouri,1.27,14,-2.4,3.67
MO-211,Sullivan County,Missouri,1.21,9,-2.68,3.89
MO-213,Taney County,Missouri,1.63,22,-1.86,3.49
MO-215,Texas County,Missouri,1.24,9,-2.5,3.74
MO-217,Vernon County,Missouri,1.72,22,-2.06,3.78
MO-219,Warren County,Missouri,1.34,16,-2.22,3.56
MO-221,Washington County,Missouri,0.97,5,-2.6,3.57
MO-223,Wayne County,Missouri,0.73,3,-3.04,3.77
MO-225,Webster County,Missouri,1.32,10,-2.42,3.74
MO-227,Worth County,Missouri,1.3,13,-2.92,4.22
MO-229,Wright County,Missouri,1.41,14,-2.25,3.66
MO-510,St. Louis City,Missouri,1.36,17,-2.2,3.56
MT-001,Beaverhead County,Montana,1.72,99,0.45,1.27
MT-003,Big Horn County,Montana,0.74,57,-0.24,0.98
MT-005,Blaine County,Montana,2.76,121,1.49,1.27
MT-007,Broadwater County,Montana,1.42,89,0.2,1.22
MT-009,Carbon County,Montana,0.66,40,-0.52,1.18
MT-011,Carter County,Montana,2.58,122,1.28,1.3
MT-013,Cascade County,Montana,1.18,73,-0.17,1.35
MT-015,Chouteau County,Montana,2.43,118,1.13,1.3
MT-017,Custer County,Montana,1.42,88,0.23,1.19
MT-019,Daniels County,Montana,1.02,49,-0.59,1.61
MT-021,Dawson County,Montana,1.42,81,0.04,1.38
MT-023,Deer Lodge County,Montana,1.66,87,0.34,1.32
MT-025,Fallon County,Montana,1.47,84,0.14,1.33
MT-027,Fergus County,Montana,2.29,110,0.89,1.4
MT-029,Flathead County,Montana,1.17,55,-0.44,1.61
MT-031,Gallatin County,Montana,1.77,91,0.3,1.47
MT-033,Garfield County,Montana,1.62,98,0.47,1.15
MT-035,Glacier County,Montana,0.9,41,-0.82,1.72
MT-037,Golden Valley County,Montana,1.39,83,0.14,1.25
MT-039,Granite County,Montana,1.57,86,0.24,1.33
MT-041,Hill County,Montana,2.97,122,1.76,1.21
MT-043,Jefferson County,Montana,2.02,110,0.74,1.28
MT-045,Judith Basin County,Montana,1.49,71,-0.14,1.63
MT-047,Lake County,Montana,1.34,78,0.05,1.29
MT-049,Lewis and Clark County,Montana,1.43,83,0.08,1.35
MT-051,Liberty County,Montana,1.86,97,0.61,1.25
MT-053,Lincoln County,Montana,1.34,70,-0.06,1.4
